"lat","lon","month","value"
49.7767252195626,45.4483240284026,8,31.6950157284737
52.4490495957434,-101.823228634894,2,81.4757590182126
-25.6632558256388,-102.0357680507,9,29.2219521244988
39.6537151280791,-39.9797896854579,12,40.9132091328502
17.0094622671604,159.284049114212,11,9.09183076582849
2.29151389561594,166.53888495639,2,79.8596638021991
28.390597756952,86.3479005172849,12,35.9785249689594
-43.8400083314627,83.9685260597616,2,4.04875767417252
18.8390748482198,12.8740643989295,11,4.10863398574293
24.6077740844339,-179.181732209399,10,95.4434238374233
-5.07098685018718,39.2174829170108,9,37.3341244878247
26.2934701982886,121.248561395332,12,80.6419667555019
52.1606696583331,90.5481225717813,6,91.005900898017
-29.348541079089,-17.0166338793933,5,44.0076212864369
-4.5248612947762,12.8843977767974,10,57.633650302887
52.8017427306622,13.4556103125215,1,7.36677951645106
57.3871714062989,-179.502896312624,1,16.4627394406125
-45.9015166014433,-51.9602566212416,5,73.989077587612
-3.00035021267831,40.3679124545306,3,47.5711012724787
7.23992954939604,118.419166998938,12,68.552095326595
48.4837664756924,-51.5800802316517,10,95.1514942804351
-43.3547798730433,-32.1713547036052,1,49.7464487561956
58.6670074705034,26.4513236191124,5,47.0500626601279
53.6001879069954,32.2841892857105,3,56.019195006229
-50.1074930280447,79.0766252484173,6,65.2510120533407
1.70541412197053,-37.8097037225962,10,27.9573498759419
-13.1755839474499,150.913414489478,11,97.9907589498907
48.6885757092386,166.525305686519,4,64.3864108016714
-6.36364462785423,-95.9315308090299,10,58.257843577303
40.3205111995339,80.8191359974444,1,61.5871025947854
28.5114741325378,145.308429049328,11,92.5140294479206
37.3266169521958,37.2506705112755,11,39.0022895298898
-13.4270060621202,47.342627607286,4,28.791968501173
22.2203675284982,157.458905875683,4,9.07359647098929
-59.5261993445456,126.173790246248,4,32.2033904027194
39.9499296303838,28.7355236615986,11,75.8270112564787
-59.1199023742229,115.70541260764,1,10.4412929620594
-35.0809232611209,-139.061300726607,9,71.0277852602303
48.7921689357609,95.2227931190282,1,96.6477383626625
13.4134372137487,44.5008445903659,12,20.1491226209328
-14.4528911355883,-126.559221586213,1,10.8488654484972
-7.70740980282426,-151.104792030528,4,5.54021787829697
-55.5082760564983,-12.9349615238607,1,82.9723515082151
56.8247896526009,100.572538124397,1,58.119775657542
-8.1898501329124,84.0700654406101,1,47.0092375297099
54.9091915972531,114.202959984541,12,36.5014120005071
46.5305886603892,-118.741506747901,2,28.0124627286568
16.7974523361772,160.099317189306,8,59.9715854972601
56.5159932430834,-74.2954171076417,3,81.8569612922147
14.2605848796666,-126.334061119705,5,9.78322804439813
-19.9887346476316,78.9762928616256,12,96.368952607736
-18.3902102150023,-63.3290571067482,1,16.8736443389207
-12.1817506290972,100.371419470757,3,8.60834058839828
34.1631330829114,-38.0012393463403,12,86.121069570072
-55.3276210650802,64.293432449922,5,52.4790602037683
29.8554463405162,99.2970153875649,8,65.6810875283554
21.2732196226716,-112.367144152522,6,22.9519372805953
-39.4482803530991,-169.52910519205,7,72.122603142634
-28.6694443412125,-131.143033057451,10,49.0750394994393
1.72955215908587,64.8591041285545,7,96.5255592484027
21.0728729423136,156.536263357848,9,90.6942480476573
57.9380637500435,18.1778703723103,9,55.1250527845696
31.1453121062368,36.6358447540551,9,7.5599099509418
7.97861088998616,-109.081984274089,3,2.27000112645328
41.9627662282437,12.6851798035204,2,51.3239527819678
-37.2631277516484,-115.3599338606,5,63.0726151634008
-27.4456062354147,-17.320862011984,12,41.8771624332294
39.3790182285011,-65.860793357715,12,87.9265945171937
23.1845784466714,-138.177118655294,9,10.7987073017284
-31.1346312426031,-113.003223566338,4,98.0278696399182
-54.8413444776088,82.7028347924352,9,26.4966631308198
-43.1425087060779,-31.7260543629527,6,8.42775232158601
-34.0337501931936,-30.9421145729721,8,38.5907175717875
-2.47217229567468,-7.08835355937481,1,12.4895827146247
-36.3107589259744,-26.1019923817366,6,58.1554221687838
26.3227005209774,-130.863470351323,11,24.0149608114734
-59.053831351921,116.884586289525,9,72.1887888619676
-14.9412042461336,33.2295273151249,6,14.5928690675646
1.7289249971509,105.982911949977,10,15.283877030015
-59.8115334939212,96.8516732566059,6,25.9222670225427
9.79248030111194,150.500310212374,6,77.7886260068044
-41.0513750184327,130.546719739214,4,42.6466299686581
-16.9166032969952,-65.8889143913984,7,6.00483361631632
17.4758254084736,-86.666192645207,6,11.48325370159
33.0988035164773,87.2159226983786,10,48.275689734146
7.63762098737061,89.0500020515174,5,97.9173583909869
-31.9555921666324,150.445452248678,11,81.1516786925495
-49.2023380380124,105.548835312948,5,54.2912817094475
-49.7265522088856,-132.001337427646,2,7.23670870065689
-23.3737956639379,-76.410089218989,9,46.648524608463
20.0911817606539,-109.916588226333,6,33.990564593114
-59.9713324103504,102.27937775664,1,68.9918605145067
-34.9716051667929,-133.606021776795,1,51.4157372061163
51.964095281437,-133.527857931331,11,51.4923015609384
51.0773698333651,-153.988879937679,12,54.5514354016632
28.091316120699,-160.873385947198,2,44.7457330068573
-20.031361989677,11.4747971110046,7,8.38848403654993
1.8075995799154,-139.569033002481,2,93.0133691756055
29.276957558468,87.5475791003555,10,1.64481862448156
14.2991088051349,83.2735718227923,10,41.4092399412766
